xuhao	word	cx	cishu	cipin
  31345	安眠	n	1	    0.0008
  31346	安木沙	n	1	    0.0008
  31347	安娜	n	1	    0.0008
  31348	安平	n	1	    0.0008
  31349	安启盛	n	1	    0.0008
  31350	安然	d	1	    0.0008
  31351	安如磐	n	1	    0.0008
  31352	安塞	n	1	    0.0008
  31353	安睡	v	1	    0.0008
  31354	安泰	a	1	    0.0008
  31355	安瓦尔	n	1	    0.0008
  31356	安闲	a	1	    0.0008
  31357	安享	v	1	    0.0008
  31358	安歇	v	1	    0.0008
  31359	安牙生	n	1	    0.0008
  31360	安洋	n	1	    0.0008
  31361	安于	v	1	    0.0008
  31362	安哉昌	n	1	    0.0008
  31363	安质科	n	1	    0.0008
  31364	按钉儿	n	1	    0.0008
  31365	按动	v	1	    0.0008
  31366	按钮	n	1	    0.0008
  31367	暗处	n	1	    0.0008
  31368	暗害	v	1	    0.0008
  31369	暗号	n	1	    0.0008
  31370	暗红	a	1	    0.0008
  31371	暗流	n	1	    0.0008
  31372	暗绿	a	1	    0.0008
  31373	暗绿色	n	1	    0.0008
  31374	暗紫色	n	1	    0.0008
  31375	案板	n	1	    0.0008
  31376	昂首	d	1	    0.0008
  31377	昂首	v	1	    0.0008
  31378	昂扬	a	1	    0.0008
  31379	凹	n	1	    0.0008
  31380	凹凸	a	1	    0.0008
  31381	凹凸棒粘土	n	1	    0.0008
  31382	凹陷	v	1	    0.0008
  31383	凹印	v	1	    0.0008
  31384	敖其尔	n	1	    0.0008
  31385	熬煎	v	1	    0.0008
  31386	熬苦	v	1	    0.0008
  31387	熬糟	v	1	    0.0008
  31388	傲气	a	1	    0.0008
  31389	傲气	n	1	    0.0008
  31390	傲世	v	1	    0.0008
  31391	傲眼	n	1	    0.0008
  31392	奥勃洛摩夫	n	1	    0.0008
  31393	奥布莱恩	n	1	    0.0008
  31394	奥迪特	n	1	    0.0008
  31395	奥弗顿	n	1	    0.0008
  31396	奥格本	n	1	    0.0008
  31397	奥申	n	1	    0.0008
  31398	奥斯卡	n	1	    0.0008
  31399	奥斯特利茨	n	1	    0.0008
  31400	奥斯特洛夫斯基	n	1	    0.0008
  31401	奥维尔	n	1	    0.0008
  31402	奥希金斯	n	1	    0.0008
  31403	奥琪	n	1	    0.0008
  31404	懊糟	v	1	    0.0008
  31405	芭蕉	n	1	    0.0008
  31406	芭蕉扇	n	1	    0.0008
  31407	扒糕	n	1	    0.0008
  31408	扒窃	v	1	    0.0008
  31409	扒手	n	1	    0.0008
  31410	叭嚓	o	1	    0.0008
  31411	吧咕	o	1	    0.0008
  31412	笆	n	1	    0.0008
  31413	八宝山	n	1	    0.0008
  31414	八辈子	n	1	    0.0008
  31415	八成儿	d	1	    0.0008
  31416	八达	n	1	    0.0008
  31417	八大	n	1	    0.0008
  31418	八大山人	n	1	    0.0008
  31419	八段锦	n	1	    0.0008
  31420	八哥	n	1	    0.0008
  31421	八格牙鲁	v	1	    0.0008
  31422	八角	n	1	    0.0008
  31423	八路	q	1	    0.0008
  31424	八闽	n	1	    0.0008
  31425	八匹马	o	1	    0.0008
  31426	八谱	n	1	    0.0008
  31427	八思巴	n	1	    0.0008
  31428	八仙	n	1	    0.0008
  31429	八仙桥	n	1	    0.0008
  31430	八仙桌	n	1	    0.0008
  31431	八仙桌儿	n	1	    0.0008
  31432	八仙桌子	n	1	    0.0008
  31433	八项注意	n	1	    0.0008
  31434	八一	m	1	    0.0008
  31435	八一农学院	n	1	    0.0008
  31436	八运会	n	1	    0.0008
  31437	八卦炉	n	1	    0.0008
  31438	八圩	n	1	    0.0008
  31439	疤痕	n	1	    0.0008
  31440	疤拉	n	1	    0.0008
  31441	巴比	n	1	    0.0008
  31442	巴别达	n	1	    0.0008
  31443	巴布亚新几内亚	n	1	    0.0008
  31444	巴叉	a	1	    0.0008
  31445	巴德森	n	1	    0.0008
  31446	巴东	n	1	    0.0008
  31447	巴尔博	n	1	    0.0008
  31448	巴尔卡尔	n	1	    0.0008
  31449	巴伐利亚	n	1	    0.0008
  31450	巴方	n	1	    0.0008
  31451	巴警	n	1	    0.0008
  31452	巴拉	a	1	    0.0008
  31453	巴黎和会	n	1	    0.0008
  31454	巴黎圣母院	n	1	    0.0008
  31455	巴里纱	n	1	    0.0008
  31456	巴连	n	1	    0.0008
  31457	巴伦支	n	1	    0.0008
  31458	巴罗克式	n	1	    0.0008
  31459	巴青	n	1	    0.0008
  31460	巴琼	n	1	    0.0008
  31461	巴蜀	n	1	    0.0008
  31462	巴颂	n	1	    0.0008
  31463	巴彦淖尔盟	n	1	    0.0008
  31464	巴忠	n	1	    0.0008
  31465	拔高	v	1	    0.0008
  31466	拔尖	v	1	    0.0008
  31467	拔节	v	1	    0.0008
  31468	拔腿	d	1	    0.0008
  31469	靶	n	1	    0.0008
  31470	靶心	n	1	    0.0008
  31471	靶子	n	1	    0.0008
  31472	把持	v	1	    0.0008
  31473	把舵	v	1	    0.0008
  31474	把儿	n	1	    0.0008
  31475	把头	n	1	    0.0008
  31476	把兄弟	n	1	    0.0008
  31477	把子	n	1	    0.0008
  31478	把子	q	1	    0.0008
  31479	坝基	n	1	    0.0008
  31480	霸道	a	1	    0.0008
  31481	霸王鞭	n	1	    0.0008
  31482	霸主	n	1	    0.0008
  31483	罢官	v	1	    0.0008
  31484	罢论	n	1	    0.0008
  31485	罢市	v	1	    0.0008
  31486	罢手	v	1	    0.0008
  31487	白	v	1	    0.0008
  31488	白不龇咧	a	1	    0.0008
  31489	白布	n	1	    0.0008
  31490	白丑	n	1	    0.0008
  31491	白磁	n	1	    0.0008
  31492	白地	n	1	    0.0008
  31493	白帝城	n	1	    0.0008
  31494	白顶鹤	n	1	    0.0008
  31495	白额鹱	n	1	    0.0008
  31496	白凤兰	n	1	    0.0008
  31497	白干	v	1	    0.0008
  31498	白钢	n	1	    0.0008
  31499	白鸽	n	1	    0.0008
  31500	白鹤	n	1	    0.0008
  31501	白虎	n	1	    0.0008
  31502	白花	n	1	    0.0008
  31503	白晃晃	a	1	    0.0008
  31504	白灰	n	1	    0.0008
  31505	白剑峰	n	1	    0.0008
  31506	白金	n	1	    0.0008
  31507	白卷	n	1	    0.0008
  31508	白裤	n	1	    0.0008
  31509	白练	n	1	    0.0008
  31510	白亮亮	a	1	    0.0008
  31511	白令	n	1	    0.0008
  31512	白龙潭	n	1	    0.0008
  31513	白露	n	1	    0.0008
  31514	白毛女	n	1	    0.0008
  31515	白嫩	a	1	    0.0008
  31516	白嫩嫩	a	1	    0.0008
  31517	白胖胖	a	1	    0.0008
  31518	白胖胖	n	1	    0.0008
  31519	白旗	n	1	    0.0008
  31520	白千般	d	1	    0.0008
  31521	白切鸡	n	1	    0.0008
  31522	白区	n	1	    0.0008
  31523	白日梦	n	1	    0.0008
  31524	白纱	n	1	    0.0008
  31525	白食	n	1	    0.0008
  31526	白寿彝	n	1	    0.0008
  31527	白水儿	n	1	    0.0008
  31528	白塔	n	1	    0.0008
  31529	白塔集	n	1	    0.0008
  31530	白塔寺	n	1	    0.0008
  31531	白天鹅	n	1	    0.0008
  31532	白条子	n	1	    0.0008
  31533	白头鹤	n	1	    0.0008
  31534	白细胞	n	1	    0.0008
  31535	白相	v	1	    0.0008
  31536	白相谦	n	1	    0.0008
  31537	白相相	v	1	    0.0008
  31538	白絮	n	1	    0.0008
  31539	白亚光	n	1	    0.0008
  31540	白岩	n	1	    0.0008
  31541	白杨树	n	1	    0.0008
  31542	白羊肚	a	1	    0.0008
  31543	白乙	n	1	    0.0008
  31544	白荫泰	n	1	    0.0008
  31545	白玉兰	n	1	    0.0008
  31546	白云观	n	1	    0.0008
  31547	白障球	n	1	    0.0008
  31548	白枕鹤	n	1	    0.0008
  31549	白振声	n	1	    0.0008
  31550	白族	n	1	    0.0008
  31551	白垩	n	1	    0.0008
  31552	白璨	n	1	    0.0008
  31553	柏林墙	n	1	    0.0008
  31554	柏崎刈羽	n	1	    0.0008
  31555	百分	n	1	    0.0008
  31556	百分之百	m	1	    0.0008
  31557	百花洲	n	1	    0.0008
  31558	百货大楼	n	1	    0.0008
  31559	百家姓儿	n	1	    0.0008
  31560	百科	n	1	    0.0008
  31561	百科全书	n	1	    0.0008
  31562	百灵	n	1	    0.0008
  31563	百年	v	1	    0.0008
  31564	百年战争	n	1	    0.0008
  31565	百强	n	1	    0.0008
  31566	百强县	n	1	    0.0008
  31567	百色	n	1	    0.0008
  31568	百叶罩	n	1	    0.0008
  31569	百友	n	1	    0.0008
  31570	百杂货	n	1	    0.0008
  31571	百战	n	1	    0.0008
  31572	摆摆	v	1	    0.0008
  31573	摆渡	v	1	    0.0008
  31574	摆谱儿	v	1	    0.0008
  31575	摆设儿	n	1	    0.0008
  31576	摆正	v	1	    0.0008
  31577	摆置	v	1	    0.0008
  31578	败家	v	1	    0.0008
  31579	败将	n	1	    0.0008
  31580	败落	v	1	    0.0008
  31581	败血症	n	1	    0.0008
  31582	败仗	n	1	    0.0008
  31583	拜	o	1	    0.0008
  31584	拜别	v	1	    0.0008
  31585	拜耳	n	1	    0.0008
  31586	拜会	v	1	    0.0008
  31587	拜将	v	1	    0.0008
  31588	拜客	v	1	    0.0008
  31589	拜伦	n	1	    0.0008
  31590	拜托	v	1	    0.0008
  31591	拜望	v	1	    0.0008
  31592	斑头鸺	n	1	    0.0008
  31593	斑秃	n	1	    0.0008
  31594	斑蝥	n	1	    0.0008
  31595	斑蝥素	n	1	    0.0008
  31596	班、组长	n	1	    0.0008
  31597	班次	n	1	    0.0008
  31598	班次	q	1	    0.0008
  31599	班戈	n	1	    0.0008
  31600	班会	n	1	    0.0008
  31601	班明丽	n	1	    0.0008
  31602	班上	n	1	    0.0008
  31603	班头儿	n	1	    0.0008
  31604	班委	n	1	    0.0008
  31605	搬动	v	1	    0.0008
  31606	搬离	v	1	    0.0008
  31607	搬送	v	1	    0.0008
  31608	搬用	v	1	    0.0008
  31609	般的	u	1	    0.0008
  31610	板材	n	1	    0.0008
  31611	板凳儿	n	1	    0.0008
  31612	板儿车	n	1	    0.0008
  31613	板结	v	1	    0.0008
  31614	板框	n	1	    0.0008
  31615	板型	n	1	    0.0008
  31616	版画	n	1	    0.0008
  31617	拌和	v	1	    0.0008
  31618	拌蒜	v	1	    0.0008
  31619	伴舞	v	1	    0.0008
  31620	伴音	n	1	    0.0008
  31621	瓣儿	n	1	    0.0008
  31622	半	a	1	    0.0008
  31623	半百	m	1	    0.0008
  31624	半边	n	1	    0.0008
  31625	半边天	n	1	    0.0008
  31626	半长	a	1	    0.0008
  31627	半橱	n	1	    0.0008
  31628	半大	a	1	    0.0008
  31629	半点儿	m	1	    0.0008
  31630	半憨子	n	1	    0.0008
  31631	半径	n	1	    0.0008
  31632	半拉	a	1	    0.0008
  31633	半啦	m	1	    0.0008
  31634	半年	n	1	    0.0008
  31635	半瓶子	a	1	    0.0008
  31636	半球	n	1	    0.0008
  31637	半山	n	1	    0.0008
  31638	半身不遂	n	1	    0.0008
  31639	半天	q	1	    0.0008
  31640	半途	n	1	    0.0008
  31641	半夜儿	n	1	    0.0008
  31642	半圆	n	1	    0.0008
  31643	半自动	a	1	    0.0008
  31644	办	n	1	    0.0008
  31645	办证	v	1	    0.0008
  31646	邦	o	1	    0.0008
  31647	邦达	n	1	    0.0008
  31648	帮帮忙	v	1	    0.0008
  31649	帮厨	v	1	    0.0008
  31650	帮工	v	1	    0.0008
  31651	帮教	v	1	    0.0008
  31652	帮派	n	1	    0.0008
  31653	帮腔	v	1	    0.0008
  31654	帮手	n	1	    0.0008
  31655	帮助者	n	1	    0.0008
  31656	帮子	q	1	    0.0008
  31657	梆梆	o	1	    0.0008
  31658	梆子	n	1	    0.0008
  31659	膀	n	1	    0.0008
  31660	膀胱	n	1	    0.0008
  31661	绑匪	n	1	    0.0008
  31662	绑票	v	1	    0.0008
  31663	棒	n	1	    0.0008
  31664	棒	q	1	    0.0008
  31665	棒锤	n	1	    0.0008
  31666	棒针	n	1	    0.0008
  31667	棒子	q	1	    0.0008
  31668	棒子骨	n	1	    0.0008
  31669	棒子面	n	1	    0.0008
  31670	蚌	n	1	    0.0008
  31671	谤	v	1	    0.0008
  31672	胞衣	n	1	    0.0008
  31673	包抄	v	1	    0.0008
  31674	包车	n	1	    0.0008
  31675	包乘组	n	1	    0.0008
  31676	包饭	v	1	    0.0008
  31677	包干儿	v	1	    0.0008
  31678	包公案	n	1	    0.0008
  31679	包户	n	1	    0.0008
  31680	包括	c	1	    0.0008
  31681	包括	p	1	    0.0008
  31682	包兰	n	1	    0.0008
  31683	包文发	n	1	    0.0008
  31684	包装纸	n	1	    0.0008
  31685	剥除	v	1	    0.0008
  31686	剥去	v	1	    0.0008
  31687	剥蚀	v	1	    0.0008
  31688	薄俊成	n	1	    0.0008
  31689	薄壳建筑	n	1	    0.0008
  31690	薄幸	v	1	    0.0008
  31691	雹子	n	1	    0.0008
  31692	保北	n	1	    0.0008
  31693	保不齐	d	1	    0.0008
  31694	保不住	v	1	    0.0008
  31695	保长	n	1	    0.0008
  31696	保成	v	1	    0.0008
  31697	保尔·柯察金	n	1	    0.0008
  31698	保供	v	1	    0.0008
  31699	保管	n	1	    0.0008
  31700	保护地	n	1	    0.0008
  31701	保护镜	n	1	    0.0008
  31702	保护人	n	1	    0.0008
  31703	保家卫国	n	1	    0.0008
  31704	保驾	v	1	    0.0008
  31705	保健院	n	1	    0.0008
  31706	保康	n	1	    0.0008
  31707	保媒	v	1	    0.0008
  31708	保暖	a	1	    0.0008
  31709	保守	v	1	    0.0008
  31710	保卫科长	n	1	    0.0008
  31711	保温	a	1	    0.0008
  31712	保温	v	1	    0.0008
  31713	保温杯	n	1	    0.0008
  31714	保险丝	n	1	    0.0008
  31715	保险箱	n	1	    0.0008
  31716	保印	n	1	    0.0008
  31717	保有	v	1	    0.0008
  31718	保育	v	1	    0.0008
  31719	保育院	n	1	    0.0008
  31720	保证	d	1	    0.0008
  31721	保质	v	1	    0.0008
  31722	饱餐	v	1	    0.0008
  31723	饱藏	v	1	    0.0008
  31724	饱经	v	1	    0.0008
  31725	饱学	a	1	    0.0008
  31726	饱学之士	n	1	    0.0008
  31727	饱蘸	v	1	    0.0008
  31728	饱嗝	n	1	    0.0008
  31729	宝贝蛋	n	1	    0.0008
  31730	宝金	n	1	    0.0008
  31731	宝庆	n	1	    0.0008
  31732	宝瑞	n	1	    0.0008
  31733	宝石蓝	a	1	    0.0008
  31734	宝书	n	1	    0.0008
  31735	宝玉	n	1	    0.0008
  31736	宝中	n	1	    0.0008
  31737	抱病	d	1	    0.0008
  31738	抱屈	v	1	    0.0008
  31739	报	r	1	    0.0008
  31740	报偿	n	1	    0.0008
  31741	报偿	v	1	    0.0008
  31742	报导	v	1	    0.0008
  31743	报恩	v	1	    0.0008
  31744	报贩	n	1	    0.0008
  31745	报港	v	1	    0.0008
  31746	报话机	n	1	    0.0008
  31747	报人	n	1	    0.0008
  31748	报时	v	1	    0.0008
  31749	报务	n	1	    0.0008
  31750	报晓	v	1	    0.0008
  31751	报谢	v	1	    0.0008
  31752	报帐	v	1	    0.0008
  31753	报之以	v	1	    0.0008
  31754	暴	v	1	    0.0008
  31755	暴病儿	n	1	    0.0008
  31756	暴动	n	1	    0.0008
  31757	暴风	n	1	    0.0008
  31758	暴富	v	1	    0.0008
  31759	暴烈	a	1	    0.0008
  31760	暴乱	n	1	    0.0008
  31761	暴落	v	1	    0.0008
  31762	暴满	a	1	    0.0008
  31763	暴晒	v	1	    0.0008
  31764	暴徒	n	1	    0.0008
  31765	暴雪	n	1	    0.0008
  31766	豹子	n	1	    0.0008
  31767	鲍世绍	n	1	    0.0008
  31768	爆	d	1	    0.0008
  31769	爆冷门	v	1	    0.0008
  31770	爆满	v	1	    0.0008
  31771	爆米花	n	1	    0.0008
  31772	爆米花儿	n	1	    0.0008
  31773	爆震	v	1	    0.0008
  31774	碑林	n	1	    0.0008
  31775	碑石	n	1	    0.0008
  31776	碑文	n	1	    0.0008
  31777	悲悯	v	1	    0.0008
  31778	悲诉	n	1	    0.0008
  31779	悲诉	v	1	    0.0008
  31780	悲恸	v	1	    0.0008
  31781	卑污	a	1	    0.0008
  31782	北北	n	1	    0.0008
  31783	北部湾	n	1	    0.0008
  31784	北藏经	n	1	    0.0008
  31785	北侧	n	1	    0.0008
  31786	北辰	n	1	    0.0008
  31787	北厨	n	1	    0.0008
  31788	北杜	n	1	    0.0008
  31789	北方局	n	1	    0.0008
  31790	北方联盟	n	1	    0.0008
  31791	北非	n	1	    0.0008
  31792	北风	n	1	    0.0008
  31793	北港	n	1	    0.0008
  31794	北高峰	n	1	    0.0008
  31795	北工大	n	1	    0.0008
  31796	北极光	n	1	    0.0008
  31797	北极圈	n	1	    0.0008
  31798	北极星	n	1	    0.0008
  31799	北郊	n	1	    0.0008
  31800	北京	p	1	    0.0008
  31801	北京大学	n	1	    0.0008
  31802	北京展览馆	n	1	    0.0008
  31803	北开	n	1	    0.0008
  31804	北口	n	1	    0.0008
  31805	北陵	n	1	    0.0008
  31806	北美洲	n	1	    0.0008
  31807	北面儿	n	1	    0.0008
  31808	北师大	n	1	    0.0008
  31809	北宿	n	1	    0.0008
  31810	北外	n	1	    0.0008
  31811	北新桥	n	1	    0.0008
  31812	北行	n	1	    0.0008
  31813	北洋军阀	n	1	    0.0008
  31814	北营	n	1	    0.0008
  31815	北缘	n	1	    0.0008
  31816	北泽豪	n	1	    0.0008
  31817	北站	n	1	    0.0008
  31818	北子	n	1	    0.0008
  31819	北碚	n	1	    0.0008
  31820	北褚村	n	1	    0.0008
  31821	辈儿	n	1	    0.0008
  31822	辈份	n	1	    0.0008
  31823	背	a	1	    0.0008
  31824	背抄	v	1	    0.0008
  31825	背带	n	1	    0.0008
  31826	背地里	n	1	    0.0008
  31827	背儿	n	1	    0.0008
  31828	背飞	n	1	    0.0008
  31829	背风	v	1	    0.0008
  31830	背后	d	1	    0.0008
  31831	背脊	n	1	    0.0008
  31832	背靠	v	1	    0.0008
  31833	背弃	v	1	    0.0008
  31834	背书	v	1	    0.0008
  31835	背水	a	1	    0.0008
  31836	背斜	n	1	    0.0008
  31837	背阴	v	1	    0.0008
  31838	背着	v	1	    0.0008
  31839	背旮旯子	n	1	    0.0008
  31840	贝迪埃	n	1	    0.0008
  31841	贝格尼尼	n	1	    0.0008
  31842	贝壳粉	n	1	    0.0008
  31843	贝勒	n	1	    0.0008
  31844	贝利	n	1	    0.0008
  31845	贝罗夫	n	1	    0.0008
  31846	贝满	n	1	    0.0008
  31847	贝斯开	n	1	    0.0008
  31848	贝司	n	1	    0.0008
  31849	贝子	n	1	    0.0008
  31850	倍	q	1	    0.0008
  31851	倍儿	d	1	    0.0008
  31852	倍加	v	1	    0.0008
  31853	倍率	n	1	    0.0008
  31854	倍受	v	1	    0.0008
  31855	备	n	1	    0.0008
  31856	备不住	d	1	    0.0008
  31857	备感	v	1	    0.0008
  31858	备加	v	1	    0.0008
  31859	备用	v	1	    0.0008
  31860	备有	v	1	    0.0008
  31861	被	v	1	    0.0008
  31862	被包	n	1	    0.0008
  31863	被单子	n	1	    0.0008
  31864	被盖	n	1	    0.0008
  31865	被货	n	1	    0.0008
  31866	被面儿	n	1	    0.0008
  31867	被窝儿	n	1	    0.0008
  31868	被整	v	1	    0.0008
  31869	奔茨	n	1	    0.0008
  31870	奔马	n	1	    0.0008
  31871	奔丧	v	1	    0.0008
  31872	奔斯	n	1	    0.0008
  31873	奔泻	v	1	    0.0008
  31874	本案	n	1	    0.0008
  31875	本本分分	a	1	    0.0008
  31876	本城	n	1	    0.0008
  31877	本德时斯	n	1	    0.0008
  31878	本纪	n	1	    0.0008
  31879	本杰曼	n	1	    0.0008
  31880	本库卢	n	1	    0.0008
  31881	本命年	n	1	    0.0008
  31882	本能	a	1	    0.0008
  31883	本能地	d	1	    0.0008
  31884	本特森	n	1	    0.0008
  31885	本田	n	1	    0.0008
  31886	本息	n	1	    0.0008
  31887	本溪	n	1	    0.0008
  31888	本戏	n	1	    0.0008
  31889	本心	n	1	    0.0008
  31890	本源	n	1	    0.0008
  31891	本征	n	1	    0.0008
  31892	笨	n	1	    0.0008
  31893	崩盘	v	1	    0.0008
  31894	崩塌	v	1	    0.0008
  31895	绷带	n	1	    0.0008
  31896	甭管	c	1	    0.0008
  31897	甭说	c	1	    0.0008
  31898	甭提	v	1	    0.0008
  31899	泵站	n	1	    0.0008
  31900	蹦劲	v	1	    0.0008
  31901	迸裂	v	1	    0.0008
  31902	逼人	a	1	    0.0008
  31903	逼人	v	1	    0.0008
  31904	鼻梁儿	n	1	    0.0008
  31905	鼻腔	n	1	    0.0008
  31906	鼻子	q	1	    0.0008
  31907	鼻子	y	1	    0.0008
  31908	比不上	v	1	    0.0008
  31909	比对	v	1	    0.0008
  31910	比方	p	1	    0.0008
  31911	比分	n	1	    0.0008
  31912	比雷	n	1	    0.0008
  31913	比邻	n	1	    0.0008
  31914	比斯瓦斯	n	1	    0.0008
  31915	比翼	v	1	    0.0008
  31916	比照	v	1	    0.0008
  31917	鄙陋	a	1	    0.0008
  31918	鄙视	v	1	    0.0008
  31919	鄙俗	a	1	    0.0008
  31920	鄙夷	a	1	    0.0008
  31921	鄙夷	v	1	    0.0008
  31922	笔	v	1	    0.0008
  31923	笔触	n	1	    0.0008
  31924	笔调	n	1	    0.0008
  31925	笔端	n	1	    0.0008
  31926	笔杆儿	n	1	    0.0008
  31927	笔画	n	1	    0.0008
